Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone,Hour
302833,disney service,22-05-2015,22-May-15,1900-01-01 07:59:52,Internet,Conyers,Georgia,30013,Solved,No,7.0
361815,nonsensical raise in my internet bill,24-06-2015,24-Jun-15,1900-01-01 13:00:32,Internet,Coral Gables,Florida,33134,Solved,No,13.0
215011,disney service billing,04-02-2015,4-Feb-15,1900-01-01 17:13:30,Internet,Cordova,Tennessee,38018,Closed,No,17.0
243443,disney runaround,18-04-2015,18-Apr-15,1900-01-01 22:42:01,Customer Care Call,Cordova,Tennessee,38018,Closed,No,22.0
360340,cruel and illegal practices - disney,23-06-2015,23-Jun-15,1900-01-01 22:19:20,Internet,Cordova,Tennessee,38016,Solved,Yes,22.0
371399,throttled speed,29-06-2015,29-Jun-15,1900-01-01 00:10:09,Internet,Cordova,Tennessee,38018,Pending,No,0.0
221047,transfer services,04-07-2015,4-Jul-15,1900-01-01 09:46:30,Customer Care Call,Corryton,Tennessee,37721,Closed,No,9.0
222682,disney agent lied about service upgrade,04-07-2015,4-Jul-15,1900-01-01 18:31:03,Internet,Corvallis,Oregon,97330,Closed,No,18.0
304120,customer service representative lied about rates and promotions,22-05-2015,22-May-15,1900-01-01 18:25:33,Internet,Corvallis,Oregon,97333,Solved,No,18.0
360800,unexplained billing,24-06-2015,24-Jun-15,1900-01-01 03:17:38,Customer Care Call,Corvallis,Oregon,97330,Open,No,3.0
338940,disney/xfinity internet,13-06-2015,13-Jun-15,1900-01-01 12:15:42,Customer Care Call,Cottage Grove,Minnesota,55016,Solved,No,12.0
342392,lack of availability,15-06-2015,15-Jun-15,1900-01-01 21:34:28,Internet,Cottonwood,Alabama,36320,Open,No,21.0
367187,disney bill problems,25-06-2015,25-Jun-15,1900-01-01 22:08:55,Internet,Cottonwood Heights,Utah,84121,Solved,No,22.0
358556,unfair billing practices,23-06-2015,23-Jun-15,1900-01-01 14:14:10,Internet,Cottrellville,Michigan,48039,Solved,No,14.0
360356,disney data caps,23-06-2015,23-Jun-15,1900-01-01 22:27:40,Customer Care Call,Covington,Georgia,30016,Pending,No,22.0
360214,disney internet is unbelievably slow,23-06-2015,23-Jun-15,1900-01-01 21:33:15,Internet,Crest Hill,Illinois,60403,Pending,No,21.0
273147,disney refuse to refund rental fee made in error,05-05-2015,5-May-15,1900-01-01 09:42:35,Customer Care Call,Crofton,Maryland,21114,Solved,No,9.0
359243,disney,23-06-2015,23-Jun-15,1900-01-01 16:27:05,Internet,Crown Point,Indiana,46307,Solved,Yes,16.0
362056,issues with cable and internet packaging unfair prices,24-06-2015,24-Jun-15,1900-01-01 14:05:57,Internet,Crystal Lake,Illinois,60014,Open,No,14.0
370825,disney internet speed and reliability,28-06-2015,28-Jun-15,1900-01-01 11:39:26,Customer Care Call,Crystal Lake,Illinois,60014,Pending,No,11.0
349836,cable internet,18-06-2015,18-Jun-15,1900-01-01 16:03:26,Internet,Culpeper,Virginia,22701,Solved,No,16.0
308341,monopoly and deceit: the 300gb data cap,26-05-2015,26-May-15,1900-01-01 20:18:32,Internet,Cumming,Georgia,30040,Solved,No,20.0
308477,disney xfinity home security service,26-05-2015,26-May-15,1900-01-01 21:44:05,Customer Care Call,Cumming,Georgia,30041,Solved,No,21.0
312553,disney bait and switch,28-05-2015,28-May-15,1900-01-01 19:50:03,Internet,Cumming,Georgia,30040,Pending,No,19.0
331839,cap on data usage,06-09-2015,6-Sep-15,1900-01-01 22:48:20,Customer Care Call,Cumming,Georgia,30028,Solved,No,22.0
338753,data cap,13-06-2015,13-Jun-15,1900-01-01 08:50:32,Customer Care Call,Cumming,Georgia,30041,Solved,No,8.0
358141,data usage,23-06-2015,23-Jun-15,1900-01-01 12:38:36,Customer Care Call,Cumming,Georgia,30040,Solved,No,12.0
361026,extorted into signing up for multi-year contract,24-06-2015,24-Jun-15,1900-01-01 09:35:25,Internet,Cumming,Georgia,30040,Solved,No,9.0
361262,disney selectively enforcing data caps,24-06-2015,24-Jun-15,1900-01-01 10:46:11,Customer Care Call,Cumming,Georgia,30028,Solved,No,10.0
371490,disney usage caps,29-06-2015,29-Jun-15,1900-01-01 07:35:52,Customer Care Call,Cumming,Georgia,30040,Solved,No,7.0
317983,disney internet service bad quality,06-01-2015,6-Jan-15,1900-01-01 22:11:03,Internet,Cupertino,California,95014,Closed,No,22.0
322002,ping spikes and packet loss,06-03-2015,6-Mar-15,1900-01-01 18:08:14,Internet,Cupertino,California,95014,Open,No,18.0
349925,disney complaint,18-06-2015,18-Jun-15,1900-01-01 16:22:55,Internet,Cupertino,California,95014,Open,No,16.0
300994,disney phone & internet billing issue,21-05-2015,21-May-15,1900-01-01 11:31:51,Customer Care Call,Cutler Bay,Florida,33189,Closed,No,11.0
360885,disney xfinity charging rental fee for personally owned modem,24-06-2015,24-Jun-15,1900-01-01 07:34:53,Customer Care Call,Cutler Bay,Florida,33190,Solved,No,7.0
360740,horrific billing,24-06-2015,24-Jun-15,1900-01-01 01:51:01,Customer Care Call,Cypress,Texas,77429,Closed,No,1.0
304707,disney / xfinity overcharging for internet / internet cap,23-05-2015,23-May-15,1900-01-01 12:16:54,Customer Care Call,Dacula,Georgia,30019,Solved,No,12.0
370897,disney money grab using data caps,28-06-2015,28-Jun-15,1900-01-01 13:07:00,Customer Care Call,Dacula,Georgia,30019,Pending,No,13.0
371339,disney internet service provider,28-06-2015,28-Jun-15,1900-01-01 22:16:48,Internet,Dacula,Georgia,30019,Open,No,22.0
374265,fraudulent charges by disney,30-06-2015,30-Jun-15,1900-01-01 11:12:33,Customer Care Call,Dacula,Georgia,30019,Solved,No,11.0
321859,disney data cap compliant,06-03-2015,6-Mar-15,1900-01-01 17:19:36,Customer Care Call,Dallas,Georgia,30132,Solved,No,17.0
361174,billings charges & credits,24-06-2015,24-Jun-15,1900-01-01 10:22:03,Internet,Dallas,Georgia,30157,Solved,Yes,10.0
374783,deceptive billing practices,30-06-2015,30-Jun-15,1900-01-01 13:38:28,Customer Care Call,Dallas,Georgia,30132,Pending,No,13.0
363368,billing complaint,24-06-2015,24-Jun-15,1900-01-01 20:22:55,Customer Care Call,Daly City,California,94015,Solved,No,20.0
242847,disney unfair billing practices,18-04-2015,18-Apr-15,1900-01-01 11:54:54,Customer Care Call,Dania Beach,Florida,33004,Closed,No,11.0
371536,internet speed,29-06-2015,29-Jun-15,1900-01-01 08:45:03,Internet,Danville,California,94526,Solved,No,8.0
236425,robber barron billing practices,15-04-2015,15-Apr-15,1900-01-01 09:59:13,Customer Care Call,Danville,Illinois,61832,Closed,No,9.0
376227,fradualent claims,30-06-2015,30-Jun-15,1900-01-01 22:05:38,Customer Care Call,Danville,Illinois,61832,Solved,Yes,22.0
339894,xfinity disney hbogo on ps4,14-06-2015,14-Jun-15,1900-01-01 12:37:53,Internet,Dartmouth,Massachusetts,2748,Open,No,12.0
262190,disney failure to respond to user communication,28-04-2015,28-Apr-15,1900-01-01 16:27:20,Customer Care Call,Davidsonville,Maryland,21035,Closed,No,16.0
288196,xfinitty tv and exfinity alarm,13-05-2015,13-May-15,1900-01-01 16:00:37,Internet,Davie,Florida,33314,Solved,No,16.0
360651,internet speed and price of bundle,24-06-2015,24-Jun-15,1900-01-01 00:39:42,Customer Care Call,Davie,Florida,33314,Solved,Yes,0.0
282820,re: disney internet illegal charges,05-11-2015,5-Nov-15,1900-01-01 01:11:34,Internet,Davis,California,95616,Solved,No,1.0
373822,possible internet speed throttling by my disney internet provider,29-06-2015,29-Jun-15,1900-01-01 23:08:09,Customer Care Call,Davis,California,95618,Pending,No,23.0
362897,slow speed,24-06-2015,24-Jun-15,1900-01-01 17:15:57,Customer Care Call,Dayton,Texas,77535,Solved,No,17.0
242346,inaccurate billing,17-04-2015,17-Apr-15,1900-01-01 19:10:17,Customer Care Call,Dearborn,Michigan,48124,Closed,No,19.0
361093,disney internet pricing,24-06-2015,24-Jun-15,1900-01-01 09:55:48,Internet,Dearborn,Michigan,48124,Solved,Yes,9.0
263641,billing/contract issue related to data cap,29-04-2015,29-Apr-15,1900-01-01 11:06:48,Customer Care Call,Decatur,Georgia,30030,Closed,No,11.0
304759,disney data billing,23-05-2015,23-May-15,1900-01-01 13:26:17,Internet,Decatur,Georgia,30032,Closed,No,13.0
313021,data caps,29-05-2015,29-May-15,1900-01-01 09:54:10,Customer Care Call,Decatur,Georgia,30032,Pending,No,9.0
332081,disney,06-10-2015,6-Oct-15,1900-01-01 09:14:45,Internet,Decatur,Georgia,30034,Solved,No,9.0
332082,disney,06-10-2015,6-Oct-15,1900-01-01 09:14:50,Internet,Decatur,Georgia,30034,Closed,No,9.0
347577,disney,17-06-2015,17-Jun-15,1900-01-01 22:23:39,Customer Care Call,Decatur,Georgia,30033,Solved,No,22.0
367526,disney internet,26-06-2015,26-Jun-15,1900-01-01 09:38:37,Internet,Decherd,Tennessee,37324,Open,No,9.0
245446,improper billing from disney,20-04-2015,20-Apr-15,1900-01-01 16:58:11,Internet,Deerfield,Illinois,60015,Closed,No,16.0
313550,deceptive sales tactics,29-05-2015,29-May-15,1900-01-01 13:42:39,Customer Care Call,Deerfield Beach,Florida,33064,Open,No,13.0
330272,misrepresentation of terms,06-09-2015,6-Sep-15,1900-01-01 12:40:11,Customer Care Call,Deerfield Beach,Florida,33442,Solved,No,12.0
315506,misleading communication.,30-05-2015,30-May-15,1900-01-01 23:15:18,Customer Care Call,Dekalb,Illinois,60115,Solved,No,23.0
262339,disney chat agent help,28-04-2015,28-Apr-15,1900-01-01 16:59:45,Customer Care Call,Delmont,Pennsylvania,15626,Closed,No,16.0
367295,fees,25-06-2015,25-Jun-15,1900-01-01 23:55:00,Customer Care Call,Delmont,Pennsylvania,15626,Solved,No,23.0
233417,disney cable company florida,13-04-2015,13-Apr-15,1900-01-01 19:52:19,Customer Care Call,Delray Beach,Florida,33484,Closed,No,19.0
318583,misleading advertising,06-02-2015,6-Feb-15,1900-01-01 12:09:31,Internet,Delray Beach,Florida,33446,Closed,No,12.0
332981,disney,06-10-2015,6-Oct-15,1900-01-01 15:03:30,Customer Care Call,Delray Beach,Florida,33483,Solved,No,15.0
360267,unfair billing practices regarding disney,23-06-2015,23-Jun-15,1900-01-01 21:55:33,Internet,Delray Beach,Florida,33484,Solved,No,21.0
369595,unfair disney bill,27-06-2015,27-Jun-15,1900-01-01 02:24:44,Internet,Delray Beach,Florida,33484,Open,No,2.0
218043,disney services,04-04-2015,4-Apr-15,1900-01-01 17:32:05,Internet,Denver,Colorado,80227,Closed,No,17.0
238450,disney internet speeds extremely slow,15-04-2015,15-Apr-15,1900-01-01 23:55:23,Internet,Denver,Colorado,80209,Closed,No,23.0
249498,disney internet service - billing problem,22-04-2015,22-Apr-15,1900-01-01 09:26:13,Customer Care Call,Denver,Colorado,80207,Closed,No,9.0
256302,disney speed and billing,24-04-2015,24-Apr-15,1900-01-01 19:11:10,Customer Care Call,Denver,Colorado,80206,Closed,No,19.0
254454,disney refusal to cancel service under false contract claims,24-04-2015,24-Apr-15,1900-01-01 01:47:58,Internet,Denver,Colorado,80219,Closed,Yes,1.0
278557,terrible service and ripped off by disney,05-07-2015,5-Jul-15,1900-01-01 15:12:19,Internet,Denver,Colorado,80238,Closed,No,15.0
294253,extremely slow internet speeds; horrible support,17-05-2015,17-May-15,1900-01-01 22:18:11,Customer Care Call,Denver,Colorado,80209,Solved,No,22.0
298254,promissed a package and then denied,19-05-2015,19-May-15,1900-01-01 21:25:24,Internet,Denver,Colorado,80203,Solved,No,21.0
319026,hbo go on playstation 3,06-02-2015,6-Feb-15,1900-01-01 14:36:31,Customer Care Call,Denver,Colorado,80231,Closed,No,14.0
326422,disney secretly raising my bill for services i never agreed to. again.,06-05-2015,6-May-15,1900-01-01 22:18:05,Customer Care Call,Denver,Colorado,80221,Solved,No,22.0
329312,lied about $70 technician fee,06-08-2015,6-Aug-15,1900-01-01 18:51:26,Internet,Denver,Colorado,80231,Closed,No,18.0
337337,internet too slow,06-12-2015,6-Dec-15,1900-01-01 15:06:04,Internet,Denver,Colorado,80246,Solved,No,15.0
350389,internet speed drops & signal on borderline,18-06-2015,18-Jun-15,1900-01-01 19:09:02,Customer Care Call,Denver,Colorado,80219,Solved,No,19.0
355818,disney service for exterior line replacement billed to customer,22-06-2015,22-Jun-15,1900-01-01 13:27:24,Internet,Denver,Colorado,80246,Solved,No,13.0
359125,disney complaint,23-06-2015,23-Jun-15,1900-01-01 15:59:49,Customer Care Call,Denver,Colorado,80223,Pending,No,15.0
359237,i am being unfairly billed,23-06-2015,23-Jun-15,1900-01-01 16:25:05,Customer Care Call,Denver,Colorado,80220,Solved,No,16.0
359538,internet prices in u.s.a,23-06-2015,23-Jun-15,1900-01-01 17:36:44,Internet,Denver,Colorado,80210,Open,No,17.0
363079,disney throttling my speeds for streaming video,24-06-2015,24-Jun-15,1900-01-01 18:13:43,Customer Care Call,Denver,Colorado,80249,Pending,No,18.0
367512,consistently slow internet speeds,26-06-2015,26-Jun-15,1900-01-01 09:32:47,Customer Care Call,Denver,Colorado,80206,Open,Yes,9.0
370212,internet speeds nowhere close to what i pay for,27-06-2015,27-Jun-15,1900-01-01 16:19:26,Internet,Denver,Colorado,80218,Open,No,16.0
371318,billed without service,28-06-2015,28-Jun-15,1900-01-01 21:35:38,Internet,Denver,Colorado,80250,Open,No,21.0
370876,slow internet,28-06-2015,28-Jun-15,1900-01-01 12:39:00,Customer Care Call,Denver,Colorado,80220,Solved,No,12.0
217999,misleading information given,04-04-2015,4-Apr-15,1900-01-01 16:21:46,Internet,Des Moines,Washington,98148,Closed,Yes,16.0
243449,contract cancellation fees and unauthorized changes,18-04-2015,18-Apr-15,1900-01-01 22:44:07,Customer Care Call,Des Plaines,Illinois,60016,Closed,Yes,22.0
249477,internet and on demand service,22-04-2015,22-Apr-15,1900-01-01 09:09:19,Internet,Detroit,Michigan,48207,Closed,No,9.0
306959,unfair charges and substandard service,26-05-2015,26-May-15,1900-01-01 12:17:40,Internet,Detroit,Michigan,48216,Solved,No,12.0
339008,disney automatic payments,13-06-2015,13-Jun-15,1900-01-01 13:07:49,Internet,Detroit,Michigan,48205,Solved,No,13.0
373332,outage and unfair practices,29-06-2015,29-Jun-15,1900-01-01 18:18:41,Customer Care Call,Detroit,Michigan,48226,Open,No,18.0
372553,fraudolent pratice,29-06-2015,29-Jun-15,1900-01-01 14:54:20,Internet,Detroit,Michigan,48227,Solved,No,14.0
373429,disney service,29-06-2015,29-Jun-15,1900-01-01 18:48:08,Customer Care Call,Detroit,Michigan,48202,Open,No,18.0
376141,disney billing practices,30-06-2015,30-Jun-15,1900-01-01 20:56:03,Internet,Detroit,Michigan,48214,Solved,No,20.0
249164,disney,21-04-2015,21-Apr-15,1900-01-01 21:46:57,Internet,Dickson,Tennessee,37055,Closed,No,21.0
302143,disney mistreatment,21-05-2015,21-May-15,1900-01-01 17:26:47,Internet,Doraville,Georgia,30340,Open,No,17.0
243607,slow connection speed for wifi,19-04-2015,19-Apr-15,1900-01-01 12:29:29,Internet,Dorchester,Massachusetts,2121,Closed,No,12.0
275658,disney service,05-06-2015,5-Jun-15,1900-01-01 11:37:09,Internet,Dothan,Alabama,36301,Closed,No,11.0
263790,denial of refund for overpayment,29-04-2015,29-Apr-15,1900-01-01 11:53:57,Customer Care Call,Douglasville,Georgia,30135,Closed,No,11.0
362194,disney data cap,24-06-2015,24-Jun-15,1900-01-01 14:37:50,Internet,Douglasville,Georgia,30134,Pending,Yes,14.0
357874,disney unfair billing,23-06-2015,23-Jun-15,1900-01-01 11:40:33,Internet,Dover,Delaware,19901,Open,No,11.0
307493,disney,26-05-2015,26-May-15,1900-01-01 14:34:57,Internet,Dover,New Hampshire,3820,Open,Yes,14.0
363607,slow service,24-06-2015,24-Jun-15,1900-01-01 22:25:30,Internet,Dover,New Hampshire,3820,Pending,No,22.0
249591,disney internet,22-04-2015,22-Apr-15,1900-01-01 10:17:22,Internet,Dover,Pennsylvania,17315,Closed,Yes,10.0
332712,disney,06-10-2015,6-Oct-15,1900-01-01 13:32:28,Customer Care Call,Dover,Pennsylvania,17315,Solved,No,13.0
363854,internet issue,25-06-2015,25-Jun-15,1900-01-01 07:21:10,Internet,Dover,Pennsylvania,17315,Open,No,7.0
258515,business class service,27-04-2015,27-Apr-15,1900-01-01 11:21:58,Internet,Dowagiac,Michigan,49047,Closed,No,11.0
221068,dns web hosting,04-07-2015,4-Jul-15,1900-01-01 10:00:20,Customer Care Call,Downers Grove,Illinois,60515,Closed,No,10.0
266657,fraudulent account,30-04-2015,30-Apr-15,1900-01-01 14:37:43,Internet,Downers Grove,Illinois,60515,Closed,No,14.0
238258,disney internet service complaint,15-04-2015,15-Apr-15,1900-01-01 21:02:13,Internet,Doylestown,Pennsylvania,18901,Closed,Yes,21.0
270964,billing issues,05-04-2015,5-Apr-15,1900-01-01 01:09:57,Customer Care Call,Dublin,California,94568,Solved,Yes,1.0
256312,disney poor service or throttling,24-04-2015,24-Apr-15,1900-01-01 19:20:07,Customer Care Call,Dubois,Pennsylvania,15801,Closed,No,19.0
266686,disney refuses to fix billing if a virus causes data usage over cap on a system protected by their av,30-04-2015,30-Apr-15,1900-01-01 14:50:13,Internet,Duluth,Georgia,30097,Closed,No,14.0
294252,no broadband service provided,17-05-2015,17-May-15,1900-01-01 22:15:53,Internet,Duluth,Georgia,30097,Closed,Yes,22.0
315855,poor service from disney,31-05-2015,31-May-15,1900-01-01 17:29:00,Customer Care Call,Duluth,Georgia,30096,Solved,No,17.0
373569,300 gb cap,29-06-2015,29-Jun-15,1900-01-01 19:46:15,Customer Care Call,Duluth,Georgia,30096,Pending,No,19.0
351246,disney data caps,19-06-2015,19-Jun-15,1900-01-01 10:37:18,Internet,Dunwoody,Georgia,30338,Solved,No,10.0
364817,billing and service,25-06-2015,25-Jun-15,1900-01-01 12:53:38,Customer Care Call,Dupont,Washington,97238,Open,No,12.0
260681,disney of indiana,28-04-2015,28-Apr-15,1900-01-01 08:43:37,Internet,Dyer,Indiana,46311,Closed,No,8.0
326518,disney trial of putting cap (300 gb / month) on internet usage.,06-06-2015,6-Jun-15,1900-01-01 06:40:10,Customer Care Call,Eads,Tennessee,38028,Solved,No,6.0
350956,disney data caps,19-06-2015,19-Jun-15,1900-01-01 02:47:34,Internet,Eads,Tennessee,38028,Open,No,2.0
354423,disney data cap & code injection,20-06-2015,20-Jun-15,1900-01-01 23:54:41,Internet,Eads,Tennessee,38028,Pending,No,23.0
255465,disney billing/service,24-04-2015,24-Apr-15,1900-01-01 14:22:50,Internet,East Brunswick,New Jersey,8816,Solved,No,14.0
285591,disney-flat fee contract-misrepresentation,05-12-2015,5-Dec-15,1900-01-01 13:11:10,Customer Care Call,East Brunswick,New Jersey,8816,Solved,No,13.0
344657,disney internet problems,16-06-2015,16-Jun-15,1900-01-01 22:34:58,Internet,East Brunswick,New Jersey,8816,Solved,No,22.0
364868,disney internet billing,25-06-2015,25-Jun-15,1900-01-01 13:03:35,Customer Care Call,East Brunswick,New Jersey,8816,Open,Yes,13.0
369184,disney xfinity triple play,26-06-2015,26-Jun-15,1900-01-01 18:51:00,Customer Care Call,East Brunswick,New Jersey,8816,Solved,No,18.0
365648,billing issues with disney,25-06-2015,25-Jun-15,1900-01-01 14:50:58,Customer Care Call,East Chicago,Indiana,46312,Solved,Yes,14.0
351497,disney internet,19-06-2015,19-Jun-15,1900-01-01 11:42:57,Internet,East Liverpool,Ohio,43920,Solved,No,11.0
338674,disney outage - bay area,13-06-2015,13-Jun-15,1900-01-01 02:13:06,Internet,East Palo Alto,California,94303,Open,No,2.0
315759,disney of east windsor nj complaint,31-05-2015,31-May-15,1900-01-01 15:25:33,Internet,East Windsor,New Jersey,8520,Pending,No,15.0
296722,terrible disney service,19-05-2015,19-May-15,1900-01-01 11:35:47,Customer Care Call,Eden Prairie,Minnesota,55347,Closed,No,11.0
315836,complaint against disney for incredibly bad service,31-05-2015,31-May-15,1900-01-01 16:47:08,Customer Care Call,Edgewood,Washington,98372,Pending,No,16.0
291175,data caps,15-05-2015,15-May-15,1900-01-01 02:17:50,Customer Care Call,Edina,Minnesota,55424,Open,No,2.0
319694,internet service speed,06-02-2015,6-Feb-15,1900-01-01 18:23:49,Customer Care Call,Edmonds,Washington,98020,Closed,Yes,18.0
364449,disney xfinity price gouging seniors,25-06-2015,25-Jun-15,1900-01-01 12:07:07,Customer Care Call,Egg Harbor City,New Jersey,8215,Solved,No,12.0
275612,misrepresentation of billing,05-06-2015,5-Jun-15,1900-01-01 11:18:43,Customer Care Call,El Cerrito,California,94530,Solved,No,11.0
363708,disney chronic lies,24-06-2015,24-Jun-15,1900-01-01 23:51:56,Customer Care Call,El Cerrito,California,94530,Open,No,23.0
365908,disney internet only service,25-06-2015,25-Jun-15,1900-01-01 15:31:17,Internet,El Cerrito,California,94530,Open,No,15.0
222882,disney broke 36 month contract by increasing bill...,04-07-2015,4-Jul-15,1900-01-01 20:06:42,Customer Care Call,El Dorado Hills,California,95762,Closed,No,20.0
367435,unfair billing practices,26-06-2015,26-Jun-15,1900-01-01 08:25:31,Internet,Eldersburg,Maryland,21784,Solved,Yes,8.0
339600,disney,13-06-2015,13-Jun-15,1900-01-01 22:20:36,Customer Care Call,Knoxville,Tennessee,37918,Open,No,22.0
354805,installation charges,21-06-2015,21-Jun-15,1900-01-01 18:08:54,Customer Care Call,Elgin,Illinois,60124,Solved,Yes,18.0
360640,disney over charging bundle pkg,24-06-2015,24-Jun-15,1900-01-01 00:35:19,Customer Care Call,Elgin,Illinois,60123,Open,No,0.0
312797,disney/xfinity data allowance,28-05-2015,28-May-15,1900-01-01 23:52:24,Internet,Elizabethtown,Kentucky,42701,Pending,No,23.0
363674,pricing,24-06-2015,24-Jun-15,1900-01-01 23:31:50,Internet,Elkhart,Indiana,46516,Open,No,23.0
363879,60 days to close my account,25-06-2015,25-Jun-15,1900-01-01 08:16:34,Internet,Elkhart,Indiana,46516,Solved,No,8.0
240793,fraudulent billing by disney.,17-04-2015,17-Apr-15,1900-01-01 08:28:01,Internet,Elkins Park,Pennsylvania,19027,Closed,Yes,8.0
361453,disney failed to switch our systems to new location and shut down the current location,24-06-2015,24-Jun-15,1900-01-01 11:36:18,Internet,Ellicott City,Maryland,21043,Solved,No,11.0
256173,disney slamming issue,24-04-2015,24-Apr-15,1900-01-01 18:11:23,Internet,Elmhurst,Illinois,60126,Closed,No,18.0
290961,please stop broadband bandwidth caps,14-05-2015,14-May-15,1900-01-01 19:47:10,Customer Care Call,Emeryville,California,94662,Closed,No,19.0
363786,disney internet in emeryville throttles speed,25-06-2015,25-Jun-15,1900-01-01 02:32:11,Internet,Emeryville,California,94608,Pending,No,2.0
359991,pricing concerns,23-06-2015,23-Jun-15,1900-01-01 19:59:41,Internet,Encino,California,95051,Open,No,19.0
249470,bundled service,22-04-2015,22-Apr-15,1900-01-01 08:57:24,Internet,Englewood,Florida,34224,Closed,No,8.0
243193,disney customer service and billing complaint,18-04-2015,18-Apr-15,1900-01-01 16:26:50,Customer Care Call,Enola,Pennsylvania,17025,Closed,No,16.0
266179,disney throttling,30-04-2015,30-Apr-15,1900-01-01 12:07:11,Internet,Eugene,Oregon,97405,Closed,No,12.0
291730,disney fradulent marketing and billing for internet,15-05-2015,15-May-15,1900-01-01 12:48:33,Customer Care Call,Eugene,Oregon,97402,Solved,No,12.0
304483,unreliable service for the past three years,23-05-2015,23-May-15,1900-01-01 04:31:57,Customer Care Call,Eugene,Oregon,97401,Solved,No,4.0
358336,disney has doubled my internet fee without warning,23-06-2015,23-Jun-15,1900-01-01 13:27:29,Internet,Eugene,Oregon,97401,Solved,No,13.0
363716,frequent disconnects,24-06-2015,24-Jun-15,1900-01-01 23:59:03,Customer Care Call,Eugene,Oregon,97401,Solved,No,23.0
364369,billing issue,25-06-2015,25-Jun-15,1900-01-01 11:48:15,Internet,Eustis,Florida,32726,Solved,No,11.0
360826,disney unfair billing practices,24-06-2015,24-Jun-15,1900-01-01 04:17:46,Customer Care Call,Evans,Colorado,80620,Solved,Yes,4.0
315602,disney deceptive selling billing lack of service - second and expanded complaint,31-05-2015,31-May-15,1900-01-01 10:40:45,Internet,Evans,Georgia,30809,Closed,No,10.0
342613,disney complaint about internet speed,16-06-2015,16-Jun-15,1900-01-01 09:07:25,Customer Care Call,Evans,Georgia,30809,Solved,No,9.0
350740,disney billing issues,18-06-2015,18-Jun-15,1900-01-01 21:37:12,Internet,Evans,Georgia,30809,Solved,No,21.0
319816,disney (chicago il),06-02-2015,6-Feb-15,1900-01-01 19:09:11,Internet,Evanston,Illinois,60202,Solved,No,19.0
346686,no internet for last 6 days and disney is not doing anything,17-06-2015,17-Jun-15,1900-01-01 17:21:56,Customer Care Call,Everett,Massachusetts,2149,Closed,No,17.0
358340,disney price gouging,23-06-2015,23-Jun-15,1900-01-01 13:28:17,Internet,Everett,Washington,98201,Open,No,13.0
364765,unable to renew ip address,25-06-2015,25-Jun-15,1900-01-01 12:43:14,Customer Care Call,Everett,Washington,98201,Solved,No,12.0
266217,disney,30-04-2015,30-Apr-15,1900-01-01 12:17:37,Customer Care Call,Export,Pennsylvania,15632,Closed,No,12.0
361326,disney,24-06-2015,24-Jun-15,1900-01-01 10:56:18,Customer Care Call,Fairburn,Georgia,30213,Closed,No,10.0
375039,disney issues,30-06-2015,30-Jun-15,1900-01-01 14:53:39,Customer Care Call,Fairfield,California,94533,Pending,No,14.0
281647,disney will not service our home,05-09-2015,5-Sep-15,1900-01-01 11:22:22,Customer Care Call,Fall City,Washington,98024,Solved,No,11.0
229552,disney/xfinity,04-10-2015,4-Oct-15,1900-01-01 17:07:15,Customer Care Call,Fall River,Massachusetts,2723,Closed,No,17.0
280454,disney billing and service issues,05-08-2015,5-Aug-15,1900-01-01 14:22:57,Customer Care Call,Falling Waters,West Virginia,25419,Closed,No,14.0
244215,poor service,20-04-2015,20-Apr-15,1900-01-01 10:14:44,Customer Care Call,Falmouth,Massachusetts,2536,Open,No,10.0
342774,data cap,16-06-2015,16-Jun-15,1900-01-01 10:29:45,Customer Care Call,Fayettevile,Georgia,39214,Open,No,10.0
317954,disney,06-01-2015,6-Jan-15,1900-01-01 21:46:23,Customer Care Call,Fayetteville,Georgia,30214,Closed,No,21.0
334864,internet billing,06-11-2015,6-Nov-15,1900-01-01 13:38:51,Internet,Feasterville,Pennsylvania,19053,Solved,No,13.0
214213,disney fluctuating prices,04-02-2015,4-Feb-15,1900-01-01 13:05:16,Customer Care Call,Federal Way,Washington,98003,Closed,No,13.0
356818,recurring disney service issues and long waits for non-service,22-06-2015,22-Jun-15,1900-01-01 18:10:03,Internet,Federal Way,Washington,98093,Solved,No,18.0
359812,multiple billing an dcompetative issues.,23-06-2015,23-Jun-15,1900-01-01 19:02:38,Internet,Federal Way,Washington,98023,Pending,No,19.0
239964,disney fraudualent billing,16-04-2015,16-Apr-15,1900-01-01 16:40:11,Customer Care Call,Ferndale,Michigan,48220,Closed,No,16.0
313367,disney service,29-05-2015,29-May-15,1900-01-01 12:41:28,Internet,Flemington,New Jersey,8822,Solved,No,12.0
225770,re: internet too expensive,04-09-2015,4-Sep-15,1900-01-01 09:33:37,Customer Care Call,Flint,Michigan,48505,Closed,No,9.0
333020,charged for services not provided,06-10-2015,6-Oct-15,1900-01-01 15:19:40,Internet,Flint,Michigan,48502,Solved,No,15.0
350675,paying for wifi and its not working,18-06-2015,18-Jun-15,1900-01-01 21:04:04,Customer Care Call,Flint,Michigan,48503,Solved,No,21.0
360281,isp data cap,23-06-2015,23-Jun-15,1900-01-01 22:05:49,Internet,Florence,Alabama,35630,Pending,No,22.0
